證券代碼,年月日,成交量(千股)_週,收盤價(元),收盤價(元)_週
2884 玉山金,2012-05-11,32536,15.3,7.47
2885 元大金,2012-05-11,135448,13.15,9.85
2886 兆豐金,2012-05-11,115991,21.4,14.41
2887 台新金,2012-05-11,64141,11.15,6.02
2890 永豐金,2012-05-11,53042,9.81,5.43
2891 中信金,2012-05-11,103979,18.45,9.9
2892 第一金,2012-05-11,50891,17.05,9.22
2912 統一超,2012-05-11,4888,158,123.45
3008 大立光,2012-05-11,10420,472,419.18
3045 台灣大,2012-05-11,48330,95.9,66.57
3481 群創,2012-05-11,103381,11.95,10.02
4904 遠傳,2012-05-11,33816,64.8,46.11
4938 和碩,2012-05-11,71360,42.8,31.6
5871 中租-KY,2012-05-11,13674,43.75,25.8
5880 合庫金,2012-05-11,23206,17.6,9.77
6505 台塑化,2012-05-11,9681,87.5,70.08
9904 寶成,2012-05-11,22966,25,18.61
0050 元大台灣50,2012-05-11,89566,51.15,42.22
1101 台泥,2012-05-18,68441,32,20.78
1102 亞泥,2012-05-18,20248,33.25,22.73
1216 統一,2012-05-18,56792,46.05,29.14
1301 台塑,2012-05-18,35723,77.6,57.3
1303 南亞,2012-05-18,35359,57.2,42.92
1326 台化,2012-05-18,27425,78,57.75
1402 遠東新,2012-05-18,26846,31.35,21.72
2002 中鋼,2012-05-18,83287,28,21.55
2105 正新,2012-05-18,34069,72.6,43.02
2301 光寶科,2012-05-18,18162,35.5,23.03
2303 聯電,2012-05-18,197286,13.25,10.18
2308 台達電,2012-05-18,41067,88.2,68.08
2317 鴻海,2012-05-18,230757,83.2,52.61
2327 國巨,2012-05-18,8258,8.21,22.31
2330 台積電,2012-05-18,201624,81.8,65.35
2354 鴻準,2012-05-18,70149,97,68.35
2357 華碩,2012-05-18,20817,296,190.99
2382 廣達,2012-05-18,43624,77.7,52.56
2395 研華,2012-05-18,3064,99.5,66.28
2408 南亞科,2012-05-18,3726,2.35,18.79
2409 友達,2012-05-18,265327,12.1,9.51
2412 中華電,2012-05-18,52673,90.3,63.63
2454 聯發科,2012-05-18,33707,262,200.6
2474 可成,2012-05-18,95057,173.5,139.59
2492 華新科,2012-05-18,4591,7.36,7.92
2801 彰銀,2012-05-18,42029,15.35,9.31
2823 中壽,2012-05-18,66621,25.5,13.45
2880 華南金,2012-05-18,37264,15.8,8.86
2881 富邦金,2012-05-18,80014,29.05,20.89
2882 國泰金,2012-05-18,81626,28.75,18.98
2883 開發金,2012-05-18,262097,7.26,5.44
2884 玉山金,2012-05-18,49345,14.55,7.11
2885 元大金,2012-05-18,149135,12.5,9.36
2886 兆豐金,2012-05-18,108588,20.8,14
2887 台新金,2012-05-18,81073,10.95,5.91
2890 永豐金,2012-05-18,62639,9.5,5.26
2891 中信金,2012-05-18,193386,16.8,9.02
2892 第一金,2012-05-18,66763,16.8,9.09
2912 統一超,2012-05-18,5611,157.5,123.06
3008 大立光,2012-05-18,17694,545,484.01
3045 台灣大,2012-05-18,37141,95.9,66.57
3481 群創,2012-05-18,225894,12.05,10.1
4904 遠傳,2012-05-18,39648,68.1,48.46
4938 和碩,2012-05-18,53547,41.15,30.38
5871 中租-KY,2012-05-18,16935,43.1,25.42
5880 合庫金,2012-05-18,22984,17.1,9.5
6505 台塑化,2012-05-18,10646,83.1,66.55
9904 寶成,2012-05-18,13954,24.7,18.38
0050 元大台灣50,2012-05-18,110614,49.67,41
1101 台泥,2012-05-25,24112,32.5,21.1
1102 亞泥,2012-05-25,13787,34,23.24
1216 統一,2012-05-25,32694,45.15,28.57
1301 台塑,2012-05-25,23955,78.6,58.04
1303 南亞,2012-05-25,22940,54.9,41.19
1326 台化,2012-05-25,20498,78.9,58.42
1402 遠東新,2012-05-25,30618,29.1,20.16
2002 中鋼,2012-05-25,65045,27.9,21.48
2105 正新,2012-05-25,19187,71.5,42.37
2301 光寶科,2012-05-25,27408,34.05,22.09
2303 聯電,2012-05-25,211589,12.6,9.68
2308 台達電,2012-05-25,42131,82.7,63.84
2317 鴻海,2012-05-25,157062,84.1,53.18
2327 國巨,2012-05-25,54732,8.22,22.34
2330 台積電,2012-05-25,198925,80,63.91
2354 鴻準,2012-05-25,39964,97.4,68.63
2357 華碩,2012-05-25,25782,286,184.54
2382 廣達,2012-05-25,76123,75.5,51.07
2395 研華,2012-05-25,2648,100,66.61
2408 南亞科,2012-05-25,2146,2.3,18.39
2409 友達,2012-05-25,148747,11.85,9.32
2412 中華電,2012-05-25,34273,91.2,64.26
2454 聯發科,2012-05-25,26300,254.5,194.85
2474 可成,2012-05-25,70672,176.5,142
2492 華新科,2012-05-25,3444,7.25,7.81
2801 彰銀,2012-05-25,34113,15.1,9.15
2823 中壽,2012-05-25,84809,25.6,13.5
2880 華南金,2012-05-25,28013,15.7,8.81
2881 富邦金,2012-05-25,68860,28.45,20.46
2882 國泰金,2012-05-25,46614,28.7,18.95
2883 開發金,2012-05-25,260395,6.9,5.17
2884 玉山金,2012-05-25,36880,14.5,7.08
2885 元大金,2012-05-25,87457,12.85,9.62
2886 兆豐金,2012-05-25,109821,19.85,13.36
2887 台新金,2012-05-25,51382,10.9,5.89
2890 永豐金,2012-05-25,53595,9.43,5.22
2891 中信金,2012-05-25,184116,16.1,8.64
2892 第一金,2012-05-25,46509,16.45,8.9
2912 統一超,2012-05-25,4583,152.5,119.15
3008 大立光,2012-05-25,10325,567,503.55
3045 台灣大,2012-05-25,40528,97,67.33
3481 群創,2012-05-25,126871,11.9,9.98
4904 遠傳,2012-05-25,15534,69.1,49.17
4938 和碩,2012-05-25,40517,39.95,29.5
5871 中租-KY,2012-05-25,40217,46,27.13
5880 合庫金,2012-05-25,17622,17.15,9.52
6505 台塑化,2012-05-25,7041,84,67.27
9904 寶成,2012-05-25,9976,25.05,18.64
0050 元大台灣50,2012-05-25,74052,49.01,40.45
1101 台泥,2012-06-01,53324,33.65,21.85
1102 亞泥,2012-06-01,22983,35.15,24.03
1216 統一,2012-06-01,52633,44.85,28.38
1301 台塑,2012-06-01,46311,77.1,56.93
1303 南亞,2012-06-01,48913,51.5,38.64
1326 台化,2012-06-01,51414,77,57.01
1402 遠東新,2012-06-01,48535,29.6,20.51
2002 中鋼,2012-06-01,107078,27.7,21.32
2105 正新,2012-06-01,16292,71.7,42.48
2301 光寶科,2012-06-01,35625,36.65,23.78
2303 聯電,2012-06-01,241694,12.55,9.64
2308 台達電,2012-06-01,46749,82.5,63.68
2317 鴻海,2012-06-01,202291,85.3,53.94
2327 國巨,2012-06-01,16942,8.85,24.05
2330 台積電,2012-06-01,303318,79.9,63.83
2354 鴻準,2012-06-01,79424,102,71.87
2357 華碩,2012-06-01,23800,286,184.54
2382 廣達,2012-06-01,87755,76.4,51.68
2395 研華,2012-06-01,3550,100,66.61
2408 南亞科,2012-06-01,2103,2.5,19.99
2409 友達,2012-06-01,210907,11.9,9.36
2412 中華電,2012-06-01,56238,90,63.42
2454 聯發科,2012-06-01,47388,257.5,197.15
2474 可成,2012-06-01,69038,182,146.43
2492 華新科,2012-06-01,3513,7.44,8.01
2801 彰銀,2012-06-01,44996,15.15,9.19
2823 中壽,2012-06-01,102219,26.7,14.08
2880 華南金,2012-06-01,45156,15.85,8.89
2881 富邦金,2012-06-01,130384,28.6,20.56
2882 國泰金,2012-06-01,68481,28.7,18.95
2883 開發金,2012-06-01,421009,7.14,5.35
2884 玉山金,2012-06-01,47777,14.5,7.08
2885 元大金,2012-06-01,169329,12.85,9.62
2886 兆豐金,2012-06-01,130563,20.2,13.6
2887 台新金,2012-06-01,90719,10.95,5.91
2890 永豐金,2012-06-01,147786,10.35,5.73
2891 中信金,2012-06-01,190553,16.2,8.7
2892 第一金,2012-06-01,78243,16.85,9.12
2912 統一超,2012-06-01,6551,155.5,121.49
3008 大立光,2012-06-01,10639,535,475.13
3045 台灣大,2012-06-01,35460,94.5,65.6
3481 群創,2012-06-01,196681,12.2,10.23
4904 遠傳,2012-06-01,39117,67,47.67
4938 和碩,2012-06-01,62664,40.2,29.68
5871 中租-KY,2012-06-01,26095,44.3,27.49
5880 合庫金,2012-06-01,27424,17.2,9.55
6505 台塑化,2012-06-01,10880,82,65.67
9904 寶成,2012-06-01,18492,25.05,18.64
0050 元大台灣50,2012-06-01,62261,49.15,40.57
1101 台泥,2012-06-08,31075,34.5,22.4
1102 亞泥,2012-06-08,17244,35.95,24.57
1216 統一,2012-06-08,30558,46.4,29.36
1301 台塑,2012-06-08,38127,74.3,54.87
1303 南亞,2012-06-08,29071,51.4,38.56
1326 台化,2012-06-08,32949,73.8,54.64
1402 遠東新,2012-06-08,30437,29,20.09
2002 中鋼,2012-06-08,79728,28,21.55
2105 正新,2012-06-08,15816,71.5,42.37
2301 光寶科,2012-06-08,10457,35.95,23.32
2303 聯電,2012-06-08,245074,12,9.22
2308 台達電,2012-06-08,60718,82.5,63.68
2317 鴻海,2012-06-08,157615,81.7,51.66
2327 國巨,2012-06-08,17551,9.23,25.09
2330 台積電,2012-06-08,221028,77.9,62.24
2354 鴻準,2012-06-08,67397,102,71.87
2357 華碩,2012-06-08,21529,287,185.19
2382 廣達,2012-06-08,53523,77,52.09
2395 研華,2012-06-08,2661,99.9,66.54
2408 南亞科,2012-06-08,4072,2.5,19.99
2409 友達,2012-06-08,257833,11.25,8.85
2412 中華電,2012-06-08,37428,90.2,63.56
2454 聯發科,2012-06-08,37748,254,194.47
2474 可成,2012-06-08,66979,189,152.06
2492 華新科,2012-06-08,4803,7.1,7.64
2801 彰銀,2012-06-08,35158,15.3,9.28
2823 中壽,2012-06-08,96383,26,13.71
2880 華南金,2012-06-08,29630,16,8.98
2881 富邦金,2012-06-08,72956,28.6,20.56
2882 國泰金,2012-06-08,40359,28.6,18.88
2883 開發金,2012-06-08,365829,7.1,5.32
2884 玉山金,2012-06-08,61608,14.1,6.89
2885 元大金,2012-06-08,80948,13,9.74
2886 兆豐金,2012-06-08,110410,20.8,14
2887 台新金,2012-06-08,87497,11,5.94
2890 永豐金,2012-06-08,158415,10.7,5.93
2891 中信金,2012-06-08,141136,16.65,8.94
2892 第一金,2012-06-08,48220,16.75,9.06
2912 統一超,2012-06-08,5750,154.5,120.71
3008 大立光,2012-06-08,12038,561,498.22
3045 台灣大,2012-06-08,22358,93.6,64.97
3481 群創,2012-06-08,143258,11.4,9.56
4904 遠傳,2012-06-08,19396,66.4,47.25
4938 和碩,2012-06-08,51481,42,31.01
5871 中租-KY,2012-06-08,17023,43.55,27.02
5880 合庫金,2012-06-08,22969,17.25,9.58
6505 台塑化,2012-06-08,8752,78.4,62.79
9904 寶成,2012-06-08,13752,24.8,18.46
0050 元大台灣50,2012-06-08,71264,48,39.62
1101 台泥,2012-06-15,37954,34.6,22.46
1102 亞泥,2012-06-15,18548,36.4,24.88
1216 統一,2012-06-15,26201,46.9,29.68
1301 台塑,2012-06-15,45563,78.8,58.19
1303 南亞,2012-06-15,64525,57.6,43.22
1326 台化,2012-06-15,36227,78.7,58.27
1402 遠東新,2012-06-15,61709,29.35,20.33
2002 中鋼,2012-06-15,109195,28.35,21.82
2105 正新,2012-06-15,17637,72.9,43.2
2301 光寶科,2012-06-15,14547,37.05,24.03
2303 聯電,2012-06-15,178192,12.25,9.41
2308 台達電,2012-06-15,52122,89.4,69.01
2317 鴻海,2012-06-15,114480,84.5,53.44
2327 國巨,2012-06-15,19852,9.22,25.06
2330 台積電,2012-06-15,232261,78.1,62.4
2354 鴻準,2012-06-15,47171,108,76.1
2357 華碩,2012-06-15,22273,289,186.48
2382 廣達,2012-06-15,43581,79.9,54.05
2395 研華,2012-06-15,3995,95,63.28
2408 南亞科,2012-06-15,2685,2.3,18.39
2409 友達,2012-06-15,197715,11.95,9.4
2412 中華電,2012-06-15,32280,90.1,63.49
2454 聯發科,2012-06-15,29616,265,202.89
2474 可成,2012-06-15,57934,193,155.28
2492 華新科,2012-06-15,4214,7.2,7.75
2801 彰銀,2012-06-15,37565,15.7,9.52
2823 中壽,2012-06-15,75219,27.35,14.42
2880 華南金,2012-06-15,31417,16.4,9.2
2881 富邦金,2012-06-15,77560,28.9,20.78
2882 國泰金,2012-06-15,54311,29.4,19.41
2883 開發金,2012-06-15,223575,7,5.24
2884 玉山金,2012-06-15,41986,15.2,7.42
2885 元大金,2012-06-15,82624,13.5,10.11
2886 兆豐金,2012-06-15,112773,21.3,14.34
2887 台新金,2012-06-15,59133,11.4,6.16
2890 永豐金,2012-06-15,76976,11.15,6.18
2891 中信金,2012-06-15,140706,17,9.13
2892 第一金,2012-06-15,42646,17.2,9.31
2912 統一超,2012-06-15,5616,153.5,119.93
3008 大立光,2012-06-15,5452,576,511.54
3045 台灣大,2012-06-15,29424,92.3,64.07
3481 群創,2012-06-15,132194,11.95,10.02
4904 遠傳,2012-06-15,36086,63.4,45.11
4938 和碩,2012-06-15,39775,41.35,30.53
5871 中租-KY,2012-06-15,14206,42.4,26.31
5880 合庫金,2012-06-15,20370,17.5,9.72
6505 台塑化,2012-06-15,8741,79.5,63.67
9904 寶成,2012-06-15,28395,23.75,17.68
0050 元大台灣50,2012-06-15,27141,49.4,40.78
1101 台泥,2012-06-22,25990,34.6,22.46
1102 亞泥,2012-06-22,17512,36.75,25.12
1216 統一,2012-06-22,29123,45.95,29.08
1301 台塑,2012-06-22,33882,77.3,57.08
1303 南亞,2012-06-22,25484,55,41.26
1326 台化,2012-06-22,25076,77.1,57.09
1402 遠東新,2012-06-22,38615,30.3,20.99
2002 中鋼,2012-06-22,89880,27.75,21.36
2105 正新,2012-06-22,48053,74.2,43.97
2301 光寶科,2012-06-22,22156,37.1,24.07
2303 聯電,2012-06-22,154317,12.5,9.6
2308 台達電,2012-06-22,36490,86.2,66.54
2317 鴻海,2012-06-22,121036,86.6,54.76
2327 國巨,2012-06-22,9696,8.78,23.86
2330 台積電,2012-06-22,156155,80.1,63.99
2354 鴻準,2012-06-22,51087,111,78.21
2357 華碩,2012-06-22,22495,281.5,181.64
2382 廣達,2012-06-22,53952,78.5,53.1
2395 研華,2012-06-22,3309,97.5,64.95
2408 南亞科,2012-06-22,2755,2.58,20.63
2409 友達,2012-06-22,136244,11.9,9.36
2412 中華電,2012-06-22,34088,91.3,64.33
2454 聯發科,2012-06-22,37970,274,209.78
2474 可成,2012-06-22,62908,199.5,160.51
2492 華新科,2012-06-22,3020,7.37,7.93
2801 彰銀,2012-06-22,30213,15.3,9.28
2823 中壽,2012-06-22,110195,27.5,14.5
2880 華南金,2012-06-22,29230,16.05,9
2881 富邦金,2012-06-22,64011,29.3,21.07
2882 國泰金,2012-06-22,49896,29,19.14
2883 開發金,2012-06-22,218092,6.97,5.22
2884 玉山金,2012-06-22,27142,15,7.33
2885 元大金,2012-06-22,73262,13.2,9.89
2886 兆豐金,2012-06-22,127876,21.3,14.34
2887 台新金,2012-06-22,53013,11.2,6.05
2890 永豐金,2012-06-22,63230,10.85,6.01
2891 中信金,2012-06-22,147989,17.05,9.15
2892 第一金,2012-06-22,49293,16.85,9.12
2912 統一超,2012-06-22,6154,155,121.1
3008 大立光,2012-06-22,11074,612,543.51
3045 台灣大,2012-06-22,56267,93.3,64.76
3481 群創,2012-06-22,122222,12.3,10.31
4904 遠傳,2012-06-22,109801,64.8,46.11
4938 和碩,2012-06-22,43415,41.65,30.75
5871 中租-KY,2012-06-22,14789,43.75,27.15
5880 合庫金,2012-06-22,15845,17.15,9.52
6505 台塑化,2012-06-22,9981,79.5,63.67
9904 寶成,2012-06-22,17537,25.3,18.83
0050 元大台灣50,2012-06-22,37593,49.56,40.91
1101 台泥,2012-06-29,29570,35.35,22.95
1102 亞泥,2012-06-29,15943,37.45,25.6
1216 統一,2012-06-29,37903,47.6,30.12
1301 台塑,2012-06-29,30724,79.8,58.93
1303 南亞,2012-06-29,30117,53.4,40.06
1326 台化,2012-06-29,20291,78.4,58.05
1402 遠東新,2012-06-29,30223,31.5,21.82
2002 中鋼,2012-06-29,71436,28,21.55
2105 正新,2012-06-29,26470,75,44.44
2301 光寶科,2012-06-29,13967,37.3,24.2
2303 聯電,2012-06-29,155864,12.9,9.91
2308 台達電,2012-06-29,46586,90.9,70.17
2317 鴻海,2012-06-29,130963,89.4,56.53
2327 國巨,2012-06-29,12229,8.74,23.75
2330 台積電,2012-06-29,199981,81.3,64.95
2354 鴻準,2012-06-29,37595,107.5,75.75
2357 華碩,2012-06-29,31883,271.5,175.19
2382 廣達,2012-06-29,49942,79.4,53.71
2395 研華,2012-06-29,2006,98.6,65.68
2408 南亞科,2012-06-29,2099,2.52,20.15
2409 友達,2012-06-29,119979,12.05,9.47
2412 中華電,2012-06-29,43925,94,66.24
2454 聯發科,2012-06-29,57820,273,209.02
2474 可成,2012-06-29,50473,198.5,159.7
2492 華新科,2012-06-29,2749,7.24,7.79
2801 彰銀,2012-06-29,35877,15.7,9.52
2823 中壽,2012-06-29,68827,27.8,14.66
2880 華南金,2012-06-29,33082,16.45,9.23
2881 富邦金,2012-06-29,48063,29.8,21.43
2882 國泰金,2012-06-29,61211,29.25,19.31
2883 開發金,2012-06-29,147852,7.04,5.27
2884 玉山金,2012-06-29,32169,15.3,7.47
2885 元大金,2012-06-29,66670,13.55,10.15
2886 兆豐金,2012-06-29,124399,21.85,14.71
2887 台新金,2012-06-29,46409,11.4,6.16
2890 永豐金,2012-06-29,70469,11.2,6.2
2891 中信金,2012-06-29,110805,17,9.13
2892 第一金,2012-06-29,48687,17.35,9.39
2912 統一超,2012-06-29,6041,158.5,123.84
3008 大立光,2012-06-29,8535,618,548.84
3045 台灣大,2012-06-29,32073,98.5,68.37
3481 群創,2012-06-29,92039,12.3,10.31
4904 遠傳,2012-06-29,34217,64.7,46.04
4938 和碩,2012-06-29,95848,38.9,28.72
5871 中租-KY,2012-06-29,7800,43.4,26.93
5880 合庫金,2012-06-29,22868,17.6,9.77
6505 台塑化,2012-06-29,10062,80.9,64.79
9904 寶成,2012-06-29,21100,25.45,18.94
0050 元大台灣50,2012-06-29,54015,50.2,41.44
1101 台泥,2012-07-06,48671,36.3,23.57
1102 亞泥,2012-07-06,21926,37.6,25.7
1216 統一,2012-07-06,49460,49.85,31.55
1301 台塑,2012-07-06,46650,80.4,59.37
1303 南亞,2012-07-06,37575,56.4,42.32
1326 台化,2012-07-06,37571,75.8,59.11
1402 遠東新,2012-07-06,32599,32.5,22.52
2002 中鋼,2012-07-06,73836,28.05,21.59
2105 正新,2012-07-06,28199,76.6,45.39
2301 光寶科,2012-07-06,23233,38.5,24.98
2303 聯電,2012-07-06,277637,13,9.98
2308 台達電,2012-07-06,45306,94.1,72.64
2317 鴻海,2012-07-06,135063,91.4,57.8
2327 國巨,2012-07-06,17473,8.67,23.56
2330 台積電,2012-07-06,236192,80.9,67.02
2354 鴻準,2012-07-06,61069,112,78.92
2357 華碩,2012-07-06,18351,276,178.09
2382 廣達,2012-07-06,40937,79.7,53.91
2395 研華,2012-07-06,2252,103,68.61
2408 南亞科,2012-07-06,2469,2.54,20.31
2409 友達,2012-07-06,148906,12.1,9.51
2412 中華電,2012-07-06,39977,95.2,67.08
2454 聯發科,2012-07-06,30269,273,209.02
2474 可成,2012-07-06,69150,195,156.89
2492 華新科,2012-07-06,4045,7.33,7.89
2801 彰銀,2012-07-06,48108,15.9,9.64
2823 中壽,2012-07-06,97427,28.8,15.19
2880 華南金,2012-07-06,34724,16.6,9.31
2881 富邦金,2012-07-06,73120,30.8,22.15
2882 國泰金,2012-07-06,117854,29.4,19.74
2883 開發金,2012-07-06,184646,7.12,5.33
2884 玉山金,2012-07-06,48929,16,7.81
2885 元大金,2012-07-06,115887,14.05,10.52
2886 兆豐金,2012-07-06,186498,22.85,15.38
2887 台新金,2012-07-06,715762,11.3,6.1
2890 永豐金,2012-07-06,108230,11.75,6.51
2891 中信金,2012-07-06,229414,17.45,9.37
2892 第一金,2012-07-06,57595,17.7,9.58
2912 統一超,2012-07-06,7598,158,123.45
3008 大立光,2012-07-06,8701,582,516.87
3045 台灣大,2012-07-06,35779,100,69.41
3481 群創,2012-07-06,118082,12.35,10.35
4904 遠傳,2012-07-06,29371,66.2,47.11
4938 和碩,2012-07-06,72543,39.4,29.09
5871 中租-KY,2012-07-06,19105,44,27.3
5880 合庫金,2012-07-06,18923,17.8,9.88
6505 台塑化,2012-07-06,7435,82.4,67.65
9904 寶成,2012-07-06,17149,26.1,19.43
0050 元大台灣50,2012-07-06,52795,51,42.1
1101 台泥,2012-07-13,42439,36.25,23.53
1102 亞泥,2012-07-13,22322,37.9,25.91
1216 統一,2012-07-13,34522,49.2,31.14
1301 台塑,2012-07-13,37981,75,58.28
1303 南亞,2012-07-13,41494,51.5,40.18
1326 台化,2012-07-13,18759,73.8,57.55
1402 遠東新,2012-07-13,16065,32.15,22.27
2002 中鋼,2012-07-13,85806,27.4,21.09
2105 正新,2012-07-13,38631,77.1,45.68
2301 光寶科,2012-07-13,12753,37.9,24.59
2303 聯電,2012-07-13,174233,12,9.58
2308 台達電,2012-07-13,35350,93.7,72.33
2317 鴻海,2012-07-13,138354,87,55.02
2327 國巨,2012-07-13,7931,8.49,23.07
2330 台積電,2012-07-13,263168,75.8,62.79
2354 鴻準,2012-07-13,74972,109.5,77.16
2357 華碩,2012-07-13,29591,261.5,168.73
2382 廣達,2012-07-13,63967,76.5,51.75
2395 研華,2012-07-13,3084,107,71.27
2408 南亞科,2012-07-13,3522,2.52,20.15
2409 友達,2012-07-13,196618,11.2,8.81
2412 中華電,2012-07-13,57675,93.8,66.1
2454 聯發科,2012-07-13,32279,248,189.88
2474 可成,2012-07-13,90725,178,143.21
2492 華新科,2012-07-13,2990,7.06,7.6
2801 彰銀,2012-07-13,44412,16,9.7
2823 中壽,2012-07-13,50360,28.1,14.82
2880 華南金,2012-07-13,22580,16.5,9.26
2881 富邦金,2012-07-13,44125,30.45,21.89
2882 國泰金,2012-07-13,52234,28.65,19.23
2883 開發金,2012-07-13,93552,6.95,5.21
2884 玉山金,2012-07-13,72498,15.55,7.59
2885 元大金,2012-07-13,53039,13.6,10.19
2886 兆豐金,2012-07-13,140362,23.25,15.65
2887 台新金,2012-07-13,96281,11.35,6.13
2890 永豐金,2012-07-13,157318,11.5,6.45
2891 中信金,2012-07-13,167129,17.6,9.45
2892 第一金,2012-07-13,55317,17.7,9.58
2912 統一超,2012-07-13,5333,157.5,123.06
3008 大立光,2012-07-13,9157,594,527.53
3045 台灣大,2012-07-13,20685,94.5,69.17
3481 群創,2012-07-13,81707,11.5,9.64
4904 遠傳,2012-07-13,33456,71.5,50.88
4938 和碩,2012-07-13,45646,36.6,27.03
5871 中租-KY,2012-07-13,23584,45.6,28.29
5880 合庫金,2012-07-13,11807,17.65,9.8
6505 台塑化,2012-07-13,5871,80.6,66.17
9904 寶成,2012-07-13,18068,26.1,19.43
0050 元大台灣50,2012-07-13,42506,49.5,40.86
1101 台泥,2012-07-20,39345,37,24.02
1102 亞泥,2012-07-20,17420,37.4,25.56
1216 統一,2012-07-20,31397,48.75,30.85
1301 台塑,2012-07-20,36904,80.4,62.48
1303 南亞,2012-07-20,25763,55.4,43.23
1326 台化,2012-07-20,18694,77.8,60.67
1402 遠東新,2012-07-20,30841,32.95,22.83
2002 中鋼,2012-07-20,135302,27.2,20.94
2105 正新,2012-07-20,25624,79.3,46.99
2301 光寶科,2012-07-20,11065,38.15,24.75
2303 聯電,2012-07-20,141812,12.55,10.02
2308 台達電,2012-07-20,39716,98.1,78.7
2317 鴻海,2012-07-20,90040,89.6,56.66
2327 國巨,2012-07-20,8375,8.47,23.02
2330 台積電,2012-07-20,244630,76.7,63.54
2354 鴻準,2012-07-20,48133,111,78.21
2357 華碩,2012-07-20,16212,270,174.22
2382 廣達,2012-07-20,68512,75.6,51.14
2395 研華,2012-07-20,4485,104,72.68
2408 南亞科,2012-07-20,3665,2,15.99
2409 友達,2012-07-20,290552,10.35,8.14
2412 中華電,2012-07-20,69298,89.6,67.04
2454 聯發科,2012-07-20,31731,250,198.62
2474 可成,2012-07-20,65241,172.5,138.78
2492 華新科,2012-07-20,6135,6.82,7.34
2801 彰銀,2012-07-20,44386,16.05,9.73
2823 中壽,2012-07-20,42898,28.15,14.85
2880 華南金,2012-07-20,27727,16.7,9.37
2881 富邦金,2012-07-20,38520,31,22.29
2882 國泰金,2012-07-20,53755,29.15,19.57
2883 開發金,2012-07-20,140429,7.06,5.29
2884 玉山金,2012-07-20,43018,15.75,7.69
2885 元大金,2012-07-20,54717,13.65,10.22
2886 兆豐金,2012-07-20,104501,23.15,15.59
2887 台新金,2012-07-20,81576,11.65,6.29
2890 永豐金,2012-07-20,78165,11.75,6.59
2891 中信金,2012-07-20,164595,17.7,9.73
2892 第一金,2012-07-20,55588,18,9.74
2912 統一超,2012-07-20,4638,157.5,123.06
3008 大立光,2012-07-20,7294,590,523.97
3045 台灣大,2012-07-20,25727,96.5,70.63
3481 群創,2012-07-20,228288,10.2,8.55
4904 遠傳,2012-07-20,19446,71,50.52
4938 和碩,2012-07-20,74484,35.4,26.14
5871 中租-KY,2012-07-20,31816,47.35,29.38
5880 合庫金,2012-07-20,20545,17.95,9.97
6505 台塑化,2012-07-20,5850,83.5,68.55
9904 寶成,2012-07-20,39727,25.2,19.74
0050 元大台灣50,2012-07-20,35066,50.15,41.39
1101 台泥,2012-07-27,42766,34.85,23.91
1102 亞泥,2012-07-27,20534,36.8,25.15
1216 統一,2012-07-27,50514,49.25,31.17
1301 台塑,2012-07-27,29915,80.9,62.87
1303 南亞,2012-07-27,24032,55.1,42.99
1326 台化,2012-07-27,18625,77.4,60.36
1402 遠東新,2012-07-27,28377,32.35,22.41
2002 中鋼,2012-07-27,160936,26,21.12
2105 正新,2012-07-27,35715,79.3,46.99
2301 光寶科,2012-07-27,16110,37.85,24.55
2303 聯電,2012-07-27,125832,12.4,9.9
2308 台達電,2012-07-27,45578,98.6,79.1
2317 鴻海,2012-07-27,224377,83.5,52.8
2327 國巨,2012-07-27,10287,8.11,22.04
2330 台積電,2012-07-27,290606,79.3,65.69
2354 鴻準,2012-07-27,61491,106.5,75.04
